gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_0757704_1_1122_Thrombospondin_ type 3-like repeat,2.725680889,1.12624788,3.494321859,0
Ga0401699_0757815_1_993_Lytic transglycosylase catalytic,0,1.12624788,0,2.064560231
Ga0401699_0758676_92_310_COG0791 Cell wall-associated hydrolases invasion-associated proteins,0.908560296,0,0.873580465,0
Ga0401699_0020667_3352_5424_NPCBM/NEW2 domain,3.634241186,4.504991522,5.241482788,10.32280115
Ga0401699_0760627_509_1093_PFAM peptidase C60_ sortase A and B,1.817120593,1.12624788,1.747160929,1.032280115
Ga0401699_0762199_3_311_TonB-dependent Receptor,0,3.378743641,0,0
Ga0401699_0762212_406_1119_Belongs to the aspartate glutamate racemases family,4.542801482,6.757487283,11.35654604,5.161400577
Ga0401699_0763171_1_741_Membrane-bound lytic murein transglycosylase B,3.634241186,5.631239402,4.367902324,4.129120462
Ga0401699_0765108_26_1009_spore coat polysaccharide biosynthesis protein,0.908560296,0,0,2.064560231
Ga0401699_0768580_1_915_PFAM MltA,0,0,2.620741394,1.032280115
Ga0401699_0000913_11938_12639_JAB/MPN domain,0,2.252495761,0.873580465,0
Ga0401699_0773071_7_642_sugar phosphate isomerase involved in capsule formation,0,0,2.620741394,2.064560231
Ga0401699_0773957_2_712_Phosphoesterase family,0.908560296,0,0,2.064560231
Ga0401699_0775759_2_1024_Belongs to the Gram-negative porin family,4.542801482,0,0,0
Ga0401699_0777137_1_639_murein endopeptidase,2.725680889,1.12624788,2.620741394,1.032280115
Ga0401699_0777442_287_1108_Proprotein convertase P-domain,0.908560296,0,0,1.032280115
Ga0401699_0777620_435_1046_Collagen-binding surface adhesin SpaP antigen I II family,0,0,2.620741394,0
Ga0401699_0021178_28_5409_Propeptide_C25,12.71984415,21.39870973,11.35654604,18.58104208
Ga0401699_0021220_2771_3250_PFAM N-acetylmuramoyl-L-alanine amidase family 2,0.908560296,4.504991522,3.494321859,3.096840346
Ga0401699_0779854_178_906_BCCT_ betaine/carnitine/choline family transporter,0.908560296,0,0.873580465,5.161400577
Ga0401699_0782181_174_1097_PFAM UDP-N-acetylglucosamine 2-epimerase,3.634241186,0,1.747160929,0
Ga0401699_0782896_57_1103_LGFP repeat,0,1.12624788,6.988643718,1.032280115
Ga0401699_0782898_2_1102_conserved repeat domain,0.908560296,3.378743641,1.747160929,1.032280115
Ga0401699_0783372_1_399_Cell shape-determining protein,0.908560296,2.252495761,4.367902324,3.096840346
Ga0401699_0785517_305_1102_Immunoglobulin like,1.817120593,0,5.241482788,0
Ga0401699_0786470_3_980_DUF based on E. rectale Gene description DUF3880,4.542801482,0,0,2.064560231
Ga0401699_0786581_2_295_ABC transporter permease protein,0,2.252495761,0.873580465,0
Ga0401699_0787342_1_1077_COG5640 Secreted trypsin-like serine protease,7.268482371,3.378743641,2.620741394,3.096840346
Ga0401699_0789200_3_449_Mannose-1-phosphate guanylyltransferase,0,0,0,0
Ga0401699_0000929_1725_3818_PFAM glycosyl transferase_ family 51,4.542801482,4.504991522,6.115063253,14.45192162
Ga0401699_0790677_1_1047_Large extracellular alpha-helical protein,0,0,3.494321859,4.129120462
Ga0401699_0021576_19_1815_GTPase activity,8.177042668,11.2624788,29.7017358,32.00068358
Ga0401699_0793583_184_1026_Opacity family porin protein,6.359922075,5.631239402,0.873580465,3.096840346
Ga0401699_0794252_454_1095_Catalyzes the transfer of laurate from lauroyl-acyl carrier protein ACP to Kdo2-lipid IVA to form Kdo2- lauroyl-lipid IVA,0.908560296,2.252495761,1.747160929,6.193680693
Ga0401699_0021680_3961_4875_Murein transglycosylase,3.634241186,11.2624788,12.23012651,12.38736139
Ga0401699_0795312_2_1093_Leucine rich repeat,5.451361778,0,0,1.032280115
Ga0401699_0797029_1_396_as the acyl donor. Is involved in the biosynthesis of lipid A_ a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell,0,0,0,2.064560231
Ga0401699_0021747_1515_3308_PFAM OmpA MotB domain protein,19.07976622,16.89371821,11.35654604,28.90384323
Ga0401699_0797547_1_378_PFAM surface antigen variable number repeat,0,0,1.747160929,2.064560231
Ga0401699_0797990_64_558_Molecular chaperone Skp,0,1.12624788,0,0
Ga0401699_0799071_428_952_PFAM N-acetylneuraminic acid synthase domain,1.817120593,2.252495761,0.873580465,1.032280115
Ga0401699_0021852_3696_5423_COGs COG4775 Outer membrane protein protective antigen OMA87,4.542801482,11.2624788,16.59802883,9.290521039
Ga0401699_0801017_4_1089_acetyltransferases and hydrolases with the alpha beta hydrolase fold,0,0,2.620741394,3.096840346
Ga0401699_0802146_656_1090_Phage Tail Collar Domain,0,0,0.873580465,0
Ga0401699_0021927_1207_1608_dTDP-6-deoxy-3_4-keto-hexulose isomerase,1.817120593,0,6.988643718,0
Ga0401699_0806058_848_1054_UDP-glucuronate 5-epimerase,0,1.12624788,0,0
Ga0401699_0807163_141_1085_Capsule polysaccharide,0,3.378743641,6.988643718,1.032280115
Ga0401699_0807402_2_343_Membrane bound O-acyl transferase MBOAT family protein,0,1.12624788,0.873580465,2.064560231
Ga0401699_0810702_825_1082_penicillin-binding protein 1C,0,1.12624788,0,0
Ga0401699_0811375_64_1041_PFAM Polysaccharide biosynthesis protein,0,4.504991522,7.862224183,2.064560231
Ga0401699_0813783_135_1082_YXWGXW repeat 2 copies,2.725680889,4.504991522,0,3.096840346
Ga0401699_0816832_490_939_CHRD domain containing protein,5.451361778,10.13623092,1.747160929,3.096840346
Ga0401699_0817436_79_1080_Sialic acid synthase,0.908560296,0,4.367902324,2.064560231
Ga0401699_0817686_277_1080_probably involved in cell wall,0,2.252495761,1.747160929,0
Ga0401699_0818103_2_196_PFAM NlpC P60 family,0,0,0,1.032280115
Ga0401699_0818735_3_887_Ompa motb domain protein,0,1.12624788,0.873580465,3.096840346
Ga0401699_0820790_116_997_Regulator of chromosome condensation RCC1 repeat,0,1.12624788,0,2.064560231
Ga0401699_0823603_136_1074_Glycosyltransferases probably involved in cell wall biogenesis,3.634241186,1.12624788,1.747160929,1.032280115
Ga0401699_0824039_2_532_COG1292 Choline-glycine betaine transporter,5.451361778,9.009983044,6.115063253,9.290521039
Ga0401699_0825500_171_863_COG1091 dTDP-4-dehydrorhamnose reductase,3.634241186,0,2.620741394,0
Ga0401699_0827146_182_997_involved in the biosynthesis of lipid A_ a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell,1.817120593,0,1.747160929,1.032280115
Ga0401699_0827231_454_1071_Stealth protein CR2_ conserved region 2,0,0,3.494321859,0
Ga0401699_0828130_71_1072_Laminin G domain,3.634241186,3.378743641,6.115063253,12.38736139
Ga0401699_0830166_200_1069_PFAM sugar isomerase SIS,3.634241186,5.631239402,5.241482788,3.096840346
Ga0401699_0830370_3_1007_Phospholipase_ patatin family,0,2.252495761,0.873580465,2.064560231
Ga0401699_0831397_1_441_Caudovirus prohead serine protease,1.817120593,0,0,7.225960808
Ga0401699_0022785_2207_4426_Part of the outer membrane protein assembly complex_ which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. Constitutes_ with BamD_ the core component of the assembly machinery,10.90272356,1.12624788,2.620741394,10.32280115
Ga0401699_0833006_275_1069_lipoprotein,0.908560296,1.12624788,0.873580465,2.064560231
Ga0401699_0833485_28_552_COG0463_ glycosyltransferases involved in cell wall biogenesis,1.817120593,2.252495761,1.747160929,2.064560231
Ga0401699_0836127_2_847_TIGRFAM Bacteroidetes-specific,1.817120593,0,0,5.161400577
Ga0401699_0839713_118_1059_Arylsulfotransferase Ig-like domain,0,2.252495761,4.367902324,1.032280115
Ga0401699_0023063_4931_5281_PFAM Outer membrane lipoprotein carrier protein LolA,0,4.504991522,0,3.096840346
Ga0401699_0842762_3_1061_Protein of unknown function DUF3152,1.817120593,3.378743641,5.241482788,3.096840346
Ga0401699_0843633_1_1032_Lipoprotein releasing system transmembrane protein,6.359922075,6.757487283,4.367902324,1.032280115
Ga0401699_0844234_139_1050_Domains in Na-Ca exchangers and integrin-beta4,0,2.252495761,0.873580465,0
Ga0401699_0845553_2_694_Mandelate racemase muconate lactonizing enzyme_ N-terminal domain,3.634241186,4.504991522,4.367902324,3.096840346
Ga0401699_0023208_42_851_COGs COG2027 D-alanyl-D-alanine carboxypeptidase penicillin-binding protein 4,0,0,0.873580465,6.193680693
Ga0401699_0849989_1_1002_Capsule polysaccharide biosynthesis protein,0,1.12624788,0,1.032280115
Ga0401699_0023290_15_695_COG0810 Periplasmic protein TonB_ links inner and outer membranes,4.542801482,5.631239402,0.873580465,1.032280115
Ga0401699_0023378_685_1683_Tetraacyldisaccharide-1-P 4-kinase,5.451361778,19.14621397,1.747160929,8.258240924
Ga0401699_0023458_3052_3555_Involved in formation of the rod shape of the cell. May also contribute to regulation of formation of penicillin-binding proteins,13.62840445,4.504991522,4.367902324,3.096840346
Ga0401699_0856276_1_525_glucosamine-1-phosphate N-acetyltransferase activity,0,0,2.620741394,0
Ga0401699_0023500_549_1841_maltodextrin transmembrane transporter activity,18.17120593,18.01996609,12.23012651,20.64560231
Ga0401699_0857753_410_1039_Fasciclin,1.817120593,3.378743641,3.494321859,4.129120462
Ga0401699_0859872_3_1052_Mannosyltransferase putative,0.908560296,2.252495761,2.620741394,3.096840346
Ga0401699_0860261_132_1046_murein-degrading enzyme. may play a role in recycling of muropeptides during cell elongation and or cell division,0.908560296,4.504991522,0.873580465,1.032280115
Ga0401699_0861696_210_1049_nucleotidyltransferase,3.634241186,2.252495761,6.115063253,2.064560231
Ga0401699_0861942_403_1050_Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins,0,0,0,0
Ga0401699_0000998_12216_14978_Rhs family,6.359922075,21.39870973,7.862224183,13.4196415
Ga0401699_0865868_3_1022_Cyclopropane fatty acid synthase and related methyltransferases,1.817120593,1.12624788,1.747160929,4.129120462
Ga0401699_0865924_294_1031_Conserved TM helix,0,4.504991522,0,0
Ga0401699_0868387_3_467_COGs COG0791 Cell wall-associated hydrolase invasion-associated protein,0,1.12624788,4.367902324,0
Ga0401699_0870368_2_592_COGs COG4591 ABC-type transport system involved in lipoprotein release permease component,3.634241186,5.631239402,9.609385112,3.096840346
Ga0401699_0001007_13582_14871_Imelysin,705.04279,202.7246185,9.609385112,17.54876196
Ga0401699_0871802_34_1044_UDP-N-acetylmuramate-L-alanine ligase activity,0,0,1.747160929,0
Ga0401699_0875218_698_979_8-phosphate synthase,0,2.252495761,0,2.064560231
Ga0401699_0876558_143_838_A domain in the BMP inhibitor chordin and in microbial proteins.,3.634241186,3.378743641,0.873580465,2.064560231
Ga0401699_0024187_3_632_PFAM Cell wall hydrolase autolysin_ catalytic,2.725680889,0,0,2.064560231
Ga0401699_0881060_2_1039_An automated process has identified a potential problem with this gene model,4.542801482,0,0,2.064560231
Ga0401699_0883057_4_438_Phospholipase A1,0,0,0,0
Ga0401699_0884740_181_996_PFAM Mur ligase family_ catalytic domain,3.634241186,0,1.747160929,3.096840346
Ga0401699_0885910_90_914_COG3264 Small-conductance mechanosensitive channel,1.817120593,3.378743641,1.747160929,1.032280115
Ga0401699_0886536_2_1006_Lipoprotein-releasing system permease protein,4.542801482,7.883735163,4.367902324,4.129120462
Ga0401699_0889308_167_916_Bacterial Ig-like domain group 4,0,3.378743641,2.620741394,1.032280115
Ga0401699_0890393_10_1032_Salmonella virulence plasmid 65kDa B protein,1.817120593,1.12624788,0,2.064560231
Ga0401699_0024601_507_1508_3-Beta hydroxysteroid dehydrogenase isomerase,1.817120593,5.631239402,0,1.032280115
Ga0401699_0024794_2532_5009_Psort location CytoplasmicMembrane_ score 9.82,6.359922075,21.39870973,36.69037952,18.58104208
Ga0401699_0902719_2_475_Membrane protein involved in colicin uptake,0.908560296,3.378743641,0.873580465,1.032280115
Ga0401699_0904985_3_338_Gnat family,0.908560296,0,0,2.064560231
Ga0401699_0906092_129_1022_TcdA/TcdB catalytic glycosyltransferase domain,0,0,0,0
Ga0401699_0906828_223_990_COG0463 Glycosyltransferases involved in cell wall,0,0,0.873580465,4.129120462
Ga0401699_0907059_1_393_ADP-L-glycero-D-manno-heptose-6-epimerase,0,0,0.873580465,0
Ga0401699_0907163_45_1022_Peptidase M56,4.542801482,7.883735163,0.873580465,1.032280115
Ga0401699_0908718_2_1021_Immunoglobulin-like repeats containing protein domain,0.908560296,0,2.620741394,1.032280115
Ga0401699_0909132_57_1022_COG0472 UDP-N-acetylmuramyl pentapeptide phosphotransferase UDP-N-acetylglucosamine-1-phosphate transferase,7.268482371,7.883735163,5.241482788,2.064560231
Ga0401699_0909250_124_987_choline kinase involved in LPS biosynthesis,6.359922075,3.378743641,0,1.032280115
Ga0401699_0025159_2_838_lytic transglycosylase,3.634241186,0,0,2.064560231
Ga0401699_0911689_1_951_Cellulose synthase,3.634241186,2.252495761,0,1.032280115
Ga0401699_0913434_1_333_Peptidoglycan-binding protein_ CsiV,0,0,1.747160929,3.096840346
Ga0401699_0025297_71_4144_CARDB domain-containing protein_subtilase family protease,25.4396883,38.29242794,24.46025301,20.64560231
Ga0401699_0001055_1082_1903_Nucleoside-binding outer membrane,0.908560296,65.32237707,0,23.74244266
Ga0401699_0916526_55_1017_Outer membrane protein F,0,0,0,5.161400577
Ga0401699_0920843_22_888_peptidyl-prolyl isomerase,0,0,5.241482788,8.258240924
Ga0401699_0922413_335_1015_COG3980 Spore coat polysaccharide biosynthesis protein,0,0,0,5.161400577
Ga0401699_0922830_101_1003_N-terminal domain of galactosyltransferase,0.908560296,4.504991522,0.873580465,2.064560231
Ga0401699_0923862_95_442_Tetratricopeptide TPR_1 repeat-containing protein,0,0,0.873580465,0
Ga0401699_0025670_742_2805_Phosphoglycerol transferase and related proteins_ alkaline phosphatase superfamily,7.268482371,13.51497457,4.367902324,3.096840346
Ga0401699_0025760_28_669_L_D-transpeptidase catalytic domain,0,4.504991522,0,1.032280115
Ga0401699_0025760_733_990_Alanine-zipper_ major outer membrane lipoprotein,0,16.89371821,0,13.4196415
Ga0401699_0931053_734_1009_interspecies interaction between organisms,0,0,1.747160929,0
Ga0401699_0934999_3_1007_acr_ cog1565,0,0,1.747160929,1.032280115
Ga0401699_0935937_2_949_COG3524 Capsule polysaccharide export protein,0,0,0,0
Ga0401699_0936491_633_1007_sulfurtransferase,0.908560296,2.252495761,0.873580465,7.225960808
Ga0401699_0939330_2_1003_Penicillin-Binding Protein C-terminus Family,4.542801482,2.252495761,0.873580465,1.032280115
Ga0401699_0026072_1874_2854_AsmA family,5.451361778,2.252495761,5.241482788,3.096840346
Ga0401699_0940974_17_757_Dolichol-phosphate mannosyltransferase,3.634241186,0,1.747160929,1.032280115
Ga0401699_0941389_744_1004_PFAM polysaccharide biosynthesis protein CapD,0,0,0,0
Ga0401699_0942495_523_684_Cytochrome C oxidase assembly protein,0,0,0,0
Ga0401699_0954190_338_997_PFAM Cell wall hydrolase,0,1.12624788,0,1.032280115
Ga0401699_0955887_8_469_COG4520 Surface antigen,4.542801482,3.378743641,1.747160929,0
Ga0401699_0959083_233_994_peptidoglycan-binding domain-containing protein,0,2.252495761,3.494321859,2.064560231
Ga0401699_0026719_2969_4210_3-deoxy-D-manno-octulosonic-acid transferase,4.542801482,4.504991522,4.367902324,4.129120462
Ga0401699_0962531_41_991_PASTA domain,0.908560296,0,0.873580465,2.064560231
Ga0401699_0968253_189_989_sialic acid synthase,0,2.252495761,0,1.032280115
Ga0401699_0968898_744_989_racemase activity_ acting on amino acids and derivatives,0,0,0,0
Ga0401699_0027052_2487_3314_PFAM peptidase M23B,0,1.12624788,0,5.161400577
Ga0401699_0971672_554_985_O-antigen ligase like membrane protein,0,0,0,9.290521039
Ga0401699_0972826_2_748_Involved in cell wall,3.634241186,1.12624788,0,0
Ga0401699_0973140_12_371_TIGRFAM TonB family,2.725680889,0,0,3.096840346
Ga0401699_0976793_421_984_COGs COG1368 Phosphoglycerol transferase and related protein alkaline phosphatase superfamily,1.817120593,0,0.873580465,1.032280115
Ga0401699_0981702_1_948_Domain of unknown function DUF4856,0,2.252495761,0,0
Ga0401699_0027435_4142_4918_murein transglycosylase,4.542801482,2.252495761,5.241482788,6.193680693
Ga0401699_0983226_1_975_Cell wall-binding,0.908560296,0,4.367902324,1.032280115
Ga0401699_0027555_103_4812_Protein of unknown function DUF3494,11.81128385,20.27246185,10.48296558,14.45192162
Ga0401699_0988215_104_979_Peptidase M48,2.725680889,3.378743641,6.115063253,0
Ga0401699_0027613_1689_4115_surface antigen D15,5.451361778,3.378743641,1.747160929,11.35508127
Ga0401699_0988886_567_977_outer membrane protein protective antigen,0,0,0,0
Ga0401699_1000068_492_971_Protein of unknown function DUF115,3.634241186,0,0,0
Ga0401699_1000662_319_972_shape-determining protein,2.725680889,4.504991522,2.620741394,2.064560231
Ga0401699_1005510_3_266_Rhs Element Vgr Protein,0.908560296,3.378743641,0,0
Ga0401699_1006516_573_968_folic acid binding,0,0,0,0
Ga0401699_1011722_689_964_COG3770 Murein endopeptidase,0.908560296,2.252495761,0,2.064560231
Ga0401699_1016388_3_950_Polysaccharide biosynthesis,0.908560296,4.504991522,0.873580465,2.064560231
Ga0401699_1023328_7_879_Putative auto-transporter adhesin_ head GIN domain,0,18.01996609,2.620741394,3.096840346
Ga0401699_1026046_130_687_Involved in the biosynthesis of lipopolysaccharides LPSs. Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate KDO 8-P to 3-deoxy-D-manno-octulosonate KDO and inorganic phosphate,0,2.252495761,0,0
Ga0401699_1027382_3_959_COGs COG1696 membrane protein involved in D-alanine export,0.908560296,1.12624788,1.747160929,0
Ga0401699_1027682_2_925_Outer membrane phospholipase A,0,1.12624788,0,32.00068358
Ga0401699_0001166_11253_12404_ABC-type transport system_ involved in lipoprotein release_ permease component,9.994163261,12.38872668,7.862224183,12.38736139
Ga0401699_1028621_53_949_PFAM Peptidase S13_ D-Ala-D-Ala carboxypeptidase C,4.542801482,1.12624788,0.873580465,1.032280115
Ga0401699_1030698_4_390_Cell wall hydrolase autolysin,0,0,0,0
Ga0401699_1031414_274_957_COG0110 Acetyltransferase isoleucine patch superfamily,5.451361778,2.252495761,3.494321859,1.032280115
Ga0401699_1035964_1_822_Listeria-Bacteroides repeat domain List_Bact_rpt,4.542801482,2.252495761,0,0
Ga0401699_1039419_3_656_PFAM Mandelate racemase muconate lactonizing protein,6.359922075,3.378743641,4.367902324,4.129120462
Ga0401699_0029190_1490_2065_COG3040 Bacterial lipocalin,0.908560296,3.378743641,0,0
Ga0401699_1040064_1_807_Mechanosensitive Ion channel,2.725680889,2.252495761,5.241482788,8.258240924
Ga0401699_1044290_2_871_protein transpeptidase domain,5.451361778,9.009983044,6.988643718,6.193680693
Ga0401699_1044661_49_696_NAD dependent epimerase dehydratase family protein,0,2.252495761,2.620741394,1.032280115
Ga0401699_1045863_17_328_COG1876 D-alanyl-D-alanine carboxypeptidase,0,0,0,0
Ga0401699_1049176_1_198_Gkycosyl transferase family 4 group,0,0,0.873580465,0
Ga0401699_1050039_36_743_Opacity protein and related surface antigens,0,184.7046524,0,0
Ga0401699_1051729_3_896_PFAM Fasciclin domain,0,1.12624788,1.747160929,0
Ga0401699_1052305_2_874_PFAM CHRD domain containing protein,0,4.504991522,1.747160929,1.032280115
Ga0401699_1052521_386_715_mannose-1-phosphate guanylyltransferase activity,0,1.12624788,1.747160929,1.032280115
Ga0401699_1054311_22_474_UDP-N-acetylmuramoylalanyl-D-glutamate-2_6-diaminopimelate ligase activity,0.908560296,0,0.873580465,3.096840346
Ga0401699_1056445_26_763_sugar transporter,0,0,5.241482788,2.064560231
Ga0401699_1058953_75_941_TIGRFAM periplasmic serine protease_ Do DeqQ family,1.817120593,1.12624788,0.873580465,4.129120462
Ga0401699_0029856_1224_2495_mechanosensitive ion channel protein MscS,13.62840445,9.009983044,18.34518976,18.58104208
Ga0401699_1062731_2_517_TIGRFAM TonB family protein,0,0,4.367902324,2.064560231
Ga0401699_1063283_2_415_UDP-N-acetyl-D-glucosamine 2-epimerase_ UDP-hydrolysing,0,2.252495761,1.747160929,0
Ga0401699_1063727_405_941_ADP-heptose LPS heptosyltransferase,0,1.12624788,0,0
Ga0401699_0030048_2_628_Glycosyl hydrolases family 25,0.908560296,0,1.747160929,5.161400577
Ga0401699_1067590_691_927_rRNA small subunit methyltransferase G,0,0,0.873580465,0
Ga0401699_0030147_3132_3644_lipoprotein Blc,0,3.378743641,0,5.161400577
Ga0401699_0001220_8439_9212_Glucose-1-phosphate cytidylyltransferase,11.81128385,9.009983044,8.735804647,9.290521039
Ga0401699_1079300_2_364_Surface antigen variable number,0,0,0.873580465,2.064560231
Ga0401699_1080183_1_933_penicillin-binding protein_ 1A family,2.725680889,3.378743641,6.115063253,2.064560231
Ga0401699_1086138_627_929_PFAM mannose-6-phosphate isomerase_ type II,0,0,0,1.032280115
Ga0401699_1089227_491_928_SMART PDZ DHR GLGF domain protein,0.908560296,0,2.620741394,3.096840346
Ga0401699_1092122_2_928_PFAM Polysaccharide biosynthesis export protein,0,3.378743641,0.873580465,4.129120462
Ga0401699_1092465_153_494_COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,0.908560296,3.378743641,0,2.064560231
Ga0401699_1095626_19_924_Domain of unknown function DUF4398,5.451361778,6.757487283,0.873580465,1.032280115
Ga0401699_0031032_1_1068_Rhs element Vgr protein,0.908560296,0,1.747160929,0
Ga0401699_0031037_3879_4664_General stress protein A,3.634241186,13.51497457,8.735804647,7.225960808
Ga0401699_1097875_612_923_PFAM Bacterial sugar transferase,0,0,0,0
Ga0401699_1101286_3_863_Capsule synthesis protein,0.908560296,3.378743641,0,2.064560231
Ga0401699_0031294_1819_3075_Mandelate racemase / muconate lactonizing enzyme_ N-terminal domain,0,4.504991522,3.494321859,2.064560231
Ga0401699_1104433_569_922_TIGRFAM FemAB-related protein_ PEP-CTERM system-associated,0.908560296,2.252495761,0,3.096840346
Ga0401699_0031525_1_396_PFAM peptidase S13 D-Ala-D-Ala carboxypeptidase C,0,0,0,0
Ga0401699_1117172_1_915_related to metalloendopeptidases,2.725680889,1.12624788,0.873580465,1.032280115
Ga0401699_1117997_3_887_PFAM N-acetylneuraminic acid synthase_ N-terminal,3.634241186,0,0,0
Ga0401699_1119245_12_914_TIGRFAM conserved repeat domain protein,0,2.252495761,3.494321859,2.064560231
Ga0401699_1120272_610_915_transglycosylase,0,0,0.873580465,1.032280115
Ga0401699_1125276_3_911_Hexosyltransferase,0.908560296,0,0,1.032280115
Ga0401699_1127235_370_603_n-acetylmuramoyl-L-alanine amidase,0,0,0.873580465,0
Ga0401699_0032174_2353_2838_Gliding motility-associated lipoprotein_ GldH,3.634241186,1.12624788,5.241482788,7.225960808
Ga0401699_1134528_30_746_3-deoxy-manno-octulosonate cytidylyltransferase activity,1.817120593,3.378743641,6.988643718,5.161400577
Ga0401699_1137304_5_907_60 kDa outer membrane protein,0,1.12624788,0.873580465,4.129120462
Ga0401699_0032516_1_753_capsule biosynthesis protein CapA,0.908560296,5.631239402,8.735804647,3.096840346
Ga0401699_1142683_109_906_3-beta hydroxysteroid dehydrogenase isomerase,2.725680889,2.252495761,4.367902324,4.129120462
Ga0401699_1151606_2_283_Vi polysaccharide biosynthesis protein VipB TviC,0.908560296,0,10.48296558,1.032280115
Ga0401699_1152084_1_900_Penicillin-binding protein 1A,3.634241186,0,0,1.032280115
Ga0401699_1156173_1_891_alkaline phosphatase,14.53696474,7.883735163,22.71309208,8.258240924
Ga0401699_1158372_13_738_PFAM AsmA family protein,0.908560296,3.378743641,0,2.064560231
Ga0401699_1159060_23_898_Glycosyltransferase family 10 fucosyltransferase C-term,6.359922075,1.12624788,0,0
Ga0401699_0001308_8163_9542_lytic murein,5.451361778,9.009983044,11.35654604,8.258240924
Ga0401699_1167082_562_894_Involved in lipopolysaccharide LPS biosynthesis. Catalyzes the transfer of 3-deoxy-D-manno-octulosonate Kdo residues from CMP-Kdo to lipid IVA_ the tetraacyldisaccharide- 1_4-bisphosphate precursor of lipid A,0,0,0,0
Ga0401699_1167267_1_312_Prokaryotic diacylglycerol kinase,0,0,0.873580465,1.032280115
Ga0401699_1167390_253_807_3D domain protein,1.817120593,1.12624788,1.747160929,5.161400577
Ga0401699_1178366_13_891_COG1388 FOG LysM repeat,0,2.252495761,6.988643718,4.129120462
Ga0401699_1182585_429_845_nucleoside-diphosphate-sugar epimerase,0,0,2.620741394,3.096840346
Ga0401699_0033867_47_2944_COGs COG1629 Outer membrane receptor protein mostly Fe transport,52.69649719,132.8972499,178.2104148,183.7458606
Ga0401699_0033922_3604_4500_1_4-dihydroxy-2-naphthoate octaprenyltransferase,7.268482371,16.89371821,31.44889673,19.61332219
Ga0401699_1189110_3_887_tail fiber protein,0,0,0.873580465,1.032280115
Ga0401699_1190179_173_430_Kazal type serine protease inhibitors,0,0,0,2.064560231
Ga0401699_1191082_219_863_COG3291 FOG PKD repeat,0,2.252495761,0,0
Ga0401699_1192483_13_795_PFAM Tol-Pal system TolA,4.542801482,2.252495761,1.747160929,0
Ga0401699_1204704_128_880_responsible for the localization of lipoproteins to the periplasmic surface of the outer membrane,0.908560296,0,0.873580465,0
Ga0401699_0034568_1603_2259_PFAM Gram-negative tonB protein,9.085602964,13.51497457,2.620741394,3.096840346
Ga0401699_1206216_2_640_Three-deoxy-D-manno-octulosonic-acid transferase domain protein,1.817120593,2.252495761,1.747160929,0
Ga0401699_0034742_144_1022_Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate_ producing GlcNAc 6- phosphate and D-lactate. Together with AnmK_ is also required for the utilization of anhydro-N-acetylmuramic acid anhMurNAc either imported from the medium or derived from its own cell wall murein_ and thus plays a role in cell wall recycling,5.451361778,2.252495761,2.620741394,2.064560231
Ga0401699_1210357_1_780_Mannosyltransferase OCH1 and,1.817120593,1.12624788,0,0
Ga0401699_1214042_108_758_Group 4 capsule polysaccharide lipoprotein gfcB_ YjbF,1.817120593,0,1.747160929,0
Ga0401699_1216106_81_854_Spore coat polysaccharide biosynthesis protein F_ CMP-KDO,0,0,0.873580465,0
Ga0401699_1222263_478_873_N-terminal domain of Peptidase_S41 in eukaryotic IRBP,0,0,0,0
Ga0401699_1226789_1_858_PFAM Elongation factor Tu domain 2,0,1.12624788,0,2.064560231
Ga0401699_1229024_3_566_MltA-interacting MipA family protein,0,0,0,0
Ga0401699_1235620_1_543_COG3064 Membrane protein involved in colicin uptake,0,5.631239402,0,5.161400577
Ga0401699_1238416_6_866_tape measure,0,1.12624788,1.747160929,3.096840346
Ga0401699_1238657_184_858_involved in lipopolysaccharide synthesis,1.817120593,3.378743641,0,4.129120462
Ga0401699_0035926_1368_2063_VacJ family lipoprotein,6.359922075,7.883735163,5.241482788,4.129120462
Ga0401699_0035937_1477_2982_protein involved in outer membrane biogenesis,7.268482371,4.504991522,16.59802883,18.58104208
Ga0401699_0036005_1164_2288_UDP-glucose Heptosyl LPS alpha 1_3-glucosyltransferase WaaG,4.542801482,3.378743641,3.494321859,0
Ga0401699_0036005_3275_4348_TIGRFAM Lipopolysaccharide heptosyltransferase II,1.817120593,10.13623092,2.620741394,1.032280115
Ga0401699_1251494_551_862_Galactose binding lectin domain,0,1.12624788,0.873580465,1.032280115
Ga0401699_0036148_3408_4370_hmm pf00534,4.542801482,4.504991522,3.494321859,4.129120462
Ga0401699_0036170_50_685_Peptidase M15B and M15C DD-carboxypeptidase VanY endolysin,0,3.378743641,0,3.096840346
Ga0401699_1255003_64_861_Protein involved in polysaccharide,2.725680889,0,1.747160929,1.032280115
