query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0095349_3_2888		ko:K09338	"CAP-binding protein complex interacting protein 1, partial. Source PGD"	71.30889718	16.17890732	0	0
Ga0401699_0095565_2_1600		ko:K07335	ABC transporter substrate-binding protein PnrA-like	136.6753863	69.03000456	4.291817861	0
Ga0401699_0095865_242_2857		"ko:K09420,ko:K09422,ko:K21769"	Myb-like DNA-binding domain	18.67613974	26.96484553	0	0.859917978
Ga0401699_0095895_1_2880	LSS	"ko:K01852,ko:K01853,ko:K15811"	Belongs to the terpene cyclase mutase family	10.18698531	10.78593821	0	0
Ga0401699_0096039_31_2700		ko:K01317	Domain of unknown function (DUF5011)	75.55347439	36.67218992	0	0.859917978
Ga0401699_0096094_46_2868			TonB-dependent receptor plug	0	309.5564267	2.145908931	29.23721124
Ga0401699_0096216_209_2833				116.3014156	55.00828488	0	1.719835955
Ga0401699_0096553_1_2829	atp8b2	"ko:K01530,ko:K14802"	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily	11.8848162	9.707344391	0	0
Ga0401699_0096634_3_2864			chitin binding	28.86312505	9.707344391	0	0
Ga0401699_0097194_78_2723	naglu	ko:K01205	alpha-N-acetylglucosaminidase activity	4.244577213	6.471562927	0	0
Ga0401699_0097284_81_2846		"ko:K05996,ko:K06987,ko:K13277"	"Thermolysin metallopeptidase, catalytic domain"	678.2834387	484.2886257	35.04984587	67.93352023
Ga0401699_0097487_119_2854		"ko:K00831,ko:K01181"	"domain, Protein"	28.86312505	12.94312585	0	0
Ga0401699_0098102_1_2853		"ko:K04437,ko:K06572"	Titin isoform N2-B. Source PGD	8.489154426	8.62875057	0	0
Ga0401699_0098773_1335_2549	icmP	ko:K07231	Imelysin	73.00672807	104.6236007	0.715302977	0
Ga0401699_0098983_57_2807		ko:K03327	antiporter activity	22.92071695	9.707344391	0	0
Ga0401699_0099196_29_2770			Sulfatase-modifying factor enzyme 1	2.546746328	12.94312585	0	0
Ga0401699_0099498_1244_2779				507.6514347	396.9225262	1.430605954	3.43967191
Ga0401699_0099635_2406_2771	DOCK4	"ko:K01054,ko:K02936,ko:K08272,ko:K11649,ko:K17697"	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	10.18698531	14.02171968	0.715302977	0.859917978
Ga0401699_0099707_428_2248			secondary active sulfate transmembrane transporter activity	11.03590075	8.62875057	0	0.859917978
Ga0401699_0099755_903_1091	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	19.52505518	17.25750114	0	0
Ga0401699_0099933_124_1344	amtB	ko:K03320	PFAM Rh family protein ammonium transporter	191.0059746	232.9762654	72.96090364	85.99179776
Ga0401699_0100279_11_2743		"ko:K01317,ko:K13277"	polysaccharide deacetylase	33.10770226	16.17890732	0	0
Ga0401699_0100381_79_2823		ko:K01507	hydrogen-translocating pyrophosphatase activity	44.99251846	26.96484553	0	0
Ga0401699_0100480_159_2810		ko:K13277	Domain of unknown function (DUF5011)	15.28047797	8.62875057	0	0
Ga0401699_0100507_1_1206			Domain of unknown function (DUF4856)	7.640238984	21.57187642	12.87545358	3.43967191
Ga0401699_0100679_436_909			Predicted membrane protein (DUF2061)	25.46746328	20.4932826	33.61923991	47.29548877
Ga0401699_0100937_93_2453			RNA polymerase II transcription regulator recruiting activity	22.92071695	29.12203317	0	0
Ga0401699_0101317_47_2644		"ko:K01868,ko:K03234"	Elongation factor 2. Source PGD	58.57516554	58.24406635	6.437726792	9.459097753
Ga0401699_0101320_291_2753				0	0	0.715302977	0
Ga0401699_0101621_3_2252			Glycosyltransferase sugar-binding region containing DXD motif	70.45998174	16.17890732	9.2989387	6.879343821
Ga0401699_0101688_33_2807				27.16529416	22.65047025	0	0
Ga0401699_0102296_31_2445	CDC48	ko:K13525	ATP binding	26.31637872	11.86453203	3.576514884	8.599179776
Ga0401699_0102648_2550_2747	psbH	ko:K02709	phosphate ion binding	74.70455895	127.2740709	150.9289281	94.59097753
Ga0401699_0102663_43_1572	psbB	ko:K02704	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	103.567684	136.9814153	37.91105778	18.91819551
Ga0401699_0102837_95_2716		"ko:K01868,ko:K03234"	"Elongation Factor G, domain II"	24.61854784	16.17890732	0	0
Ga0401699_0103107_11_2698		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	24.61854784	4.314375285	0	0
Ga0401699_0103146_1102_2466		"ko:K01363,ko:K01365,ko:K01366,ko:K08568"	"transferase activity, transferring glycosyl groups"	157.8982723	203.8542322	22.88969526	24.07770337
Ga0401699_0103357_1174_2664			Domain of unknown function (DUF4856)	455.8675927	266.4126738	7.153029769	12.89876966
Ga0401699_0103454_22_2772		"ko:K01317,ko:K13277"	polysaccharide deacetylase	44.14360302	19.41468878	2.861211908	0.859917978
Ga0401699_0103464_166_1032	vgb	"ko:K01179,ko:K18235,ko:K21006"	Cellulase N-terminal ig-like domain	70.45998174	23.72906407	0	0
Ga0401699_0103516_40_2694		ko:K13277	antibiotic catabolic process	220.7180151	130.5098524	0.715302977	1.719835955
Ga0401699_0103948_2484_2783	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	598.485387	1008.485223	1692.406843	1976.95143
Ga0401699_0104731_87_2621		ko:K02154	"Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase"	33.10770226	45.30094049	9.2989387	0.859917978
Ga0401699_0104759_301_2709		ko:K01507	H -translocating pyrophosphatase	141.7688789	113.2523512	12.87545358	22.35786742
Ga0401699_0104879_259_2712	RNR1	ko:K10807	ribonucleoside-diphosphate reductase activity	20.37397062	17.25750114	0	0
Ga0401699_0105146_2_2656			"EGF domain, unclasssified subfamily"	60.27299643	26.96484553	0	0
Ga0401699_0105225_350_2743	STT3A	ko:K07151	oligosaccharyl transferase activity	17.8272243	33.43640846	2.145908931	1.719835955
Ga0401699_0105375_3_2597	GLDC	ko:K00281	The glycine cleavage system catalyzes the degradation of glycine	2.546746328	7.550156749	0.715302977	0.859917978
Ga0401699_0105425_69_2675				61.97082731	34.51500228	0.715302977	3.43967191
Ga0401699_0105727_3_2762		ko:K13448	calcium-binding protein	50.08601111	98.15203773	2.145908931	0
Ga0401699_0106097_1001_2749		ko:K02599	calcium ion binding	533.9678134	197.3826693	0	0
Ga0401699_0106259_324_2258		ko:K01179	Domain of unknown function (DUF4856)	144.3156252	81.97313041	0	0
Ga0401699_0106492_108_2486			Domain of unknown function (DUF305)	158.7471878	200.6184508	33.61923991	19.77811348
Ga0401699_0107097_1215_2699		ko:K17624	Cadherin domain	119.6970774	93.83766245	0	0.859917978
Ga0401699_0107527_184_2481	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	148.5602025	113.2523512	168.8115025	410.1808753
Ga0401699_0107643_166_2739				4.244577213	4.314375285	0	0
Ga0401699_0107780_143_2731		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	67.06431997	42.06515903	5.007120838	1.719835955
Ga0401699_0108197_560_2377	dnaE	ko:K02337	DNA-directed DNA polymerase	22.07180151	39.90797139	2.145908931	3.43967191
Ga0401699_0108231_398_2656	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	379.4652029	475.6598752	952.7835652	847.0192079
Ga0401699_0108683_169_1710	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	140.9199635	98.15203773	12.87545358	18.91819551
Ga0401699_0108817_1404_2573	cob	ko:K00412	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis	10.18698531	66.87281692	1.430605954	1.719835955
Ga0401699_0109884_68_2716		ko:K12436	Beta-ketoacyl synthase	13.58264708	10.78593821	0	0
Ga0401699_0109899_34_2718				50.93492656	28.04343935	0.715302977	2.579753933
Ga0401699_0109953_53_2308				45.8414339	45.30094049	3.576514884	4.299589888
Ga0401699_0110161_51_2642	FAM46A		"Family with sequence similarity 46, member"	11.03590075	11.86453203	0	1.719835955
Ga0401699_0110163_817_2682	ftsH	ko:K03798	"Acts as a processive, ATP-dependent zinc metallopeptidase"	5.093492656	10.78593821	47.92529945	55.03475057
Ga0401699_0110529_73_2622	HSP90B1	ko:K09487	actin rod assembly	235.1495776	227.5832963	23.60499824	12.03885169
Ga0401699_0110711_24_2615			F5/8 type C domain	50.08601111	58.24406635	41.48757266	11.17893371
Ga0401699_0110778_140_2524	exbB2	"ko:K01179,ko:K01218,ko:K01406,ko:K03561,ko:K12287"	COG3209 Rhs family protein	59.42408098	25.88625171	2.145908931	0
Ga0401699_0110803_43_2190			Glycosyl hydrolases family 31	43.29468757	50.6939096	2.861211908	12.89876966
Ga0401699_0111225_763_2574				56.87733466	108.9379759	3.576514884	6.019425843
Ga0401699_0112162_20_2677		"ko:K01868,ko:K03234"	"Elongation Factor G, domain II"	66.21540452	51.77250342	0.715302977	0
Ga0401699_0112796_296_2626	AVP1	ko:K01507	hydrogen-translocating pyrophosphatase activity	27.16529416	24.80765789	0.715302977	0
Ga0401699_0112946_77_2599				55.17950377	29.12203317	0	0
Ga0401699_0114247_132_2672		"ko:K02599,ko:K16681"	negative regulation of growth rate	33.9566177	28.04343935	0	0
Ga0401699_0114997_13_2664				8.489154426	11.86453203	0	0
Ga0401699_0115067_211_2490		ko:K01507	H -translocating pyrophosphatase	46.69034934	30.20062699	2.861211908	1.719835955
Ga0401699_0115389_81_2660		"ko:K11825,ko:K12392"	non-SMC mitotic condensation complex subunit 1	9.338069869	5.392969106	0	0
Ga0401699_0115442_15_2660	P4HB	ko:K09580	protein disulfide isomerase activity	15.28047797	28.04343935	2.145908931	0
Ga0401699_0115637_70_2538	RNR1	ko:K10807	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	7.640238984	20.4932826	48.64060243	86.85171574
Ga0401699_0117153_16_2502	HSP90B	"ko:K04079,ko:K09487"	unfolded protein binding	81.49588249	51.77250342	5.007120838	4.299589888
Ga0401699_0117416_67_2391		"ko:K00521,ko:K21423"	"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"	23.76963239	8.62875057	0	0
Ga0401699_0118158_193_1131	petA	ko:K02634	photosynthesis	30.56095593	30.20062699	7.153029769	9.459097753
Ga0401699_0118513_39_2420	RRM1	ko:K10807	ATP cone domain	0.848915443	5.392969106	61.51605601	168.5439236
Ga0401699_0118698_27_2522		ko:K20276	COG2931 RTX toxins and related Ca2 -binding proteins	20.37397062	20.4932826	5.007120838	7.739261798
Ga0401699_0118736_224_2395	FRRS1		Ferric-chelate reductase	8.489154426	14.02171968	2.145908931	0
Ga0401699_0119059_367_2565				16.97830885	16.17890732	0	0
Ga0401699_0119342_82_1638				33.9566177	25.88625171	54.36302624	92.87114158
Ga0401699_0119477_56_2416				39.05011036	37.75078374	2.145908931	0.859917978
Ga0401699_0119579_422_2620		ko:K18059	secondary active sulfate transmembrane transporter activity	11.8848162	10.78593821	2.861211908	0.859917978
Ga0401699_0119788_700_2124	atpB	"ko:K02112,ko:K02114,ko:K02133"	"proton-transporting ATP synthase activity, rotational mechanism"	105.2655149	77.65875513	25.03560419	24.93762135
Ga0401699_0120448_899_2422	FSCN1	ko:K17455	actin filament bundle assembly	24.61854784	24.80765789	6.437726792	1.719835955
Ga0401699_0120607_172_2541			Ca2 -binding protein (EF-Hand superfamily	8.489154426	7.550156749	0	0
Ga0401699_0121410_521_2533	BIP2	"ko:K03283,ko:K09490"	ATP binding	45.8414339	86.2875057	7.868332746	6.879343821
Ga0401699_0121445_41_2602			connecting tubule development	7.640238984	4.314375285	0	0
Ga0401699_0121703_7_2601				48.38818023	46.37953431	7.153029769	6.879343821
Ga0401699_0122130_2077_2598				284.3866733	388.2937756	27.18151312	57.6145045
Ga0401699_0122360_1371_2210	psbD	ko:K02706	"Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex"	237.6963239	121.8811018	56.50893517	48.15540674
Ga0401699_0122740_68_2440		ko:K01507	pyrophosphate-energized membrane proton pump	9.338069869	9.707344391	0	0
Ga0401699_0123629_1413_2225		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	48.38818023	45.30094049	2.861211908	5.159507865
Ga0401699_0123629_592_1347	ATP6	ko:K02126	ATP synthesis coupled proton transport	29.71204049	42.06515903	7.153029769	4.299589888
Ga0401699_0123683_347_2482			Flagellar microtugule protofilament ribbon protein	11.8848162	9.707344391	0	0
Ga0401699_0123790_2_2446	DEPTOR	ko:K20402	MTOR-interacting protein	5.093492656	2.157187642	0	0
Ga0401699_0124784_7_1404	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	345.5085851	620.1914472	971.3814426	933.0110057
Ga0401699_0124974_116_2410		ko:K15013	decanoate-CoA ligase activity	36.50336403	22.65047025	1.430605954	0.859917978
Ga0401699_0126128_52_2559	clpC	ko:K03696	ATP binding	95.92744502	155.3175103	33.61923991	36.11655506
Ga0401699_0126223_185_2560				5.093492656	8.62875057	0	0
Ga0401699_0126426_38_2557		ko:K09338	"CAP-binding protein complex interacting protein 1, partial. Source PGD"	39.8990258	142.3743844	1.430605954	0
Ga0401699_0126471_3_1841		"ko:K00274,ko:K12815"	oxidoreductase activity	0	0	0	0
Ga0401699_0126672_132_401	isiB	ko:K03839	Low-potential electron donor to a number of redox enzymes	160.4450187	171.4964176	2.145908931	1.719835955
Ga0401699_0126672_2152_2475	mmy	ko:K00972	Uridylyltransferase activity. It is involved in the biological process described with metabolic process	206.2864526	140.2171968	0	1.719835955
Ga0401699_0126841_94_870		ko:K02938	60s ribosomal protein	20.37397062	25.88625171	2.145908931	10.31901573
Ga0401699_0127167_39_2552			temperature-gated cation channel activity	9.338069869	2.157187642	0	0
Ga0401699_0127611_486_2513				65.36648908	38.82937756	2.861211908	0
Ga0401699_0127635_20_2548				0	0	0	0
Ga0401699_0127674_2_1585		ko:K17624	Cadherin domain	432.0979603	472.4240937	6.437726792	6.019425843
Ga0401699_0128681_33_2537		ko:K12544	calcium- and calmodulin-responsive adenylate cyclase activity	16.12939341	23.72906407	5.722423815	7.739261798
Ga0401699_0128690_53_2482	CER3	ko:K15404	Belongs to the sterol desaturase family	22.92071695	19.41468878	0	0
Ga0401699_0128698_3_344				35.65444859	49.61531578	1.430605954	2.579753933
Ga0401699_0128798_2_2536		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	19.52505518	18.33609496	7.868332746	0.859917978
Ga0401699_0129009_77_2500		ko:K11292	"homolog Saccharomyces cerevisiae Spt6 protein, which functions as part of a protein complex in transcription initiation and also plays a role in chromatin structure assembly. ChromDB ID"	2.546746328	3.235781464	0	0
Ga0401699_0129253_120_2501			Domain of unknown function (DUF305)	10.18698531	23.72906407	0	1.719835955
Ga0401699_0130514_149_2455			ubiquitin protein ligase binding	56.02841921	61.47984781	0	0
Ga0401699_0130904_1807_2391	Ndufs3	ko:K03936	"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"	28.86312505	35.5935961	0	0
Ga0401699_0130929_2_2350			Regulator of chromosome condensation (RCC1). Source PGD	6.791323541	7.550156749	0	0
Ga0401699_0131266_4_1758	dnaK	ko:K03283	heat shock	41.59685669	70.10859838	404.8614849	564.9661113
Ga0401699_0131900_503_2479		ko:K03320	ammonium transmembrane transporter activity	20.37397062	8.62875057	0	0
Ga0401699_0132362_16_2508			Thrombospondin type 1 repeats	26.31637872	11.86453203	0	0
Ga0401699_0132654_87_2504			Domain of unknown function (DUF305)	28.86312505	28.04343935	0	2.579753933
Ga0401699_0132668_1612_1845	rpl24	ko:K02895	structural constituent of ribosome	6.791323541	1.078593821	46.4946935	41.27606292
Ga0401699_0132668_1846_2211	rpl14	ko:K02874	large ribosomal subunit rRNA binding	21.22288607	14.02171968	92.27408402	136.7269584
Ga0401699_0132668_457_900	rps8	ko:K02994	structural constituent of ribosome	8.489154426	31.27922082	105.8648406	140.1666303
Ga0401699_0132668_885_1601	rpl5	ko:K02931	structural constituent of ribosome	22.92071695	8.62875057	190.9858948	193.481545
Ga0401699_0132801_3_2504		ko:K07243		41.59685669	34.51500228	2.861211908	2.579753933
Ga0401699_0132983_145_2391	AVP1	ko:K01507	Inorganic H+ pyrophosphatase	25.46746328	26.96484553	47.92529945	73.95294607
Ga0401699_0133379_273_2468	HSP90	ko:K04079	unfolded protein binding	5.942408098	19.41468878	2.861211908	0
Ga0401699_0133449_129_2498	IDH1		Monomeric isocitrate dehydrogenase	28.86312505	21.57187642	1.430605954	0
Ga0401699_0133523_1_2496				43.29468757	74.42297367	9.2989387	10.31901573
Ga0401699_0133598_190_1866	GLNA	ko:K01915	Glutamine synthetase type III N terminal	30.56095593	33.43640846	1.430605954	0.859917978
Ga0401699_0133943_116_2188	HSP90	ko:K04079	Hsp90 protein	20.37397062	48.53672196	115.1637793	176.2831854
Ga0401699_0134121_288_2459	GLNA	ko:K01915	Glutamine synthetase type III N terminal	24.61854784	39.90797139	1.430605954	4.299589888
Ga0401699_0134809_391_2397	TM9SF2	"ko:K09645,ko:K17086"	positive regulation of protein exit from endoplasmic reticulum	23.76963239	28.04343935	1.430605954	0.859917978
Ga0401699_0135032_1297_2076		ko:K00235	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)	64.51757364	40.98656521	6.437726792	3.43967191
Ga0401699_0135139_196_2334		ko:K10703	3-hydroxy-lignoceroyl-CoA dehydratase activity	2.546746328	5.392969106	2.145908931	0
Ga0401699_0136133_195_2258		ko:K09540	"posttranslational protein targeting to membrane, translocation"	6.791323541	8.62875057	0.715302977	2.579753933
Ga0401699_0136881_1649_2407	atp6	ko:K02126	ATP synthase A chain	134.1286399	224.3475148	236.0499824	246.7964596
Ga0401699_0136881_48_1559	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	224.9625923	405.5512768	375.5340629	478.9743135
Ga0401699_0137184_331_2433			Low iron-inducible periplasmic protein	55.17950377	40.98656521	0	0
Ga0401699_0137235_193_2265		"ko:K13751,ko:K13752,ko:K13753"	"calcium, potassium:sodium antiporter activity"	9.338069869	22.65047025	0	0.859917978
Ga0401699_0137362_46_2226		ko:K04079	unfolded protein binding	61.97082731	65.7942231	5.007120838	10.31901573
Ga0401699_0137373_40_2466		ko:K02014	receptor	360.7890631	432.5161223	259.6549806	260.5551472
Ga0401699_0137512_417_2303			Zinc metalloprotease (Elastase)	56.02841921	17.25750114	4.291817861	2.579753933
Ga0401699_0138037_208_2241				1311.574359	802.473803	53.64772327	33.53680113
Ga0401699_0138285_177_2318	gatM	ko:K00613	amidinotransferase	6.791323541	16.17890732	0	2.579753933
Ga0401699_0138446_669_2324		ko:K03363	"Cell division cycle 20.2, cofactor of APC complex-like"	23.76963239	24.80765789	0.715302977	2.579753933
Ga0401699_0138641_1565_2056	psbV	ko:K02720	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	35.65444859	75.50156749	323.3169456	290.6522764
Ga0401699_0138641_2117_2419	ycf66		Ycf66 protein N-terminus	29.71204049	48.53672196	121.6015061	132.4273685
Ga0401699_0138738_1628_1990	rpl19	ko:K02884	Ribosomal protein L19	4.244577213	5.392969106	51.50181434	57.6145045
Ga0401699_0138738_28_339	ycf66		Ycf66 protein N-terminus	5.942408098	22.65047025	57.93954113	59.33434045
Ga0401699_0138738_308_874	psbV	ko:K02720	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	42.44577213	17.25750114	163.0890787	198.6410528
Ga0401699_0138999_88_2244		ko:K01279	tripeptidyl-peptidase activity	29.71204049	30.20062699	4.291817861	0
Ga0401699_0140105_134_2374	xlnD	ko:K15920	"xylan 1,4-beta-xylosidase activity"	24.61854784	11.86453203	0	0
Ga0401699_0140579_70_1842		ko:K02133	ATP synthase subunit beta	32.25878682	23.72906407	0	0.859917978
Ga0401699_0140980_44_2302	RIB72		"Domains in hypothetical proteins in Drosophila, C. elegans and mammals. Occurs singly in some nucleoside diphosphate kinases."	16.97830885	4.314375285	0.715302977	0
Ga0401699_0141600_34_2436				63.6686582	34.51500228	2.861211908	1.719835955
Ga0401699_0142472_297_2237				1389.67458	1010.64241	52.21711731	61.05417641
Ga0401699_0143001_56_2152		ko:K16090	TonB dependent receptor	407.4794125	266.4126738	0	0
Ga0401699_0143792_83_2119		ko:K03283	Belongs to the heat shock protein 70 family	69.6110663	69.03000456	12.16015061	11.17893371
Ga0401699_0143915_211_2358		ko:K01179	leucine-rich repeat extensin-like protein	100.1720222	102.466413	2.861211908	0
Ga0401699_0144189_13_2223	SLC44A2	"ko:K06515,ko:K15282,ko:K15377"	Belongs to the CTL (choline transporter-like) family	10.18698531	5.392969106	0	0
Ga0401699_0144268_7_2310		ko:K01317	Domain of unknown function (DUF5011)	23.76963239	16.17890732	0	0
Ga0401699_0144681_179_2350	HSP90	ko:K04079	Heat shock protein	67.06431997	88.44469334	18.5978774	15.4785236
Ga0401699_0145018_404_805	rbcS	ko:K01602	ribulose-bisphosphate carboxylase activity	290.3290814	193.068294	817.5913026	1361.250159
Ga0401699_0145190_1_2343		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	11.8848162	21.57187642	0	0
Ga0401699_0145584_489_2366	AtpB	"ko:K02112,ko:K02133"	Produces ATP from ADP in the presence of a proton gradient across the membrane	0	1.078593821	2.861211908	0
Ga0401699_0146518_3_2201			Pumilio-family RNA binding repeat	3.39566177	4.314375285	0	0
Ga0401699_0147295_109_2394		ko:K06540	metalloendopeptidase activity	31.40987138	32.35781464	7.153029769	4.299589888
Ga0401699_0147423_1_2391				99.32310679	138.0600091	24.32030121	7.739261798
Ga0401699_0147662_373_1755	psbC	ko:K02705	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	33.9566177	20.4932826	48.64060243	24.93762135
Ga0401699_0148032_454_2172		ko:K01322	"Prolyl oligopeptidase, N-terminal beta-propeller domain"	169.7830885	204.932826	242.4877092	275.1737528
Ga0401699_0148275_46_2382				112.0568384	66.87281692	1.430605954	0.859917978
Ga0401699_0148377_44_2242		"ko:K00461,ko:K19246"	Lipoxygenase	3.39566177	4.314375285	158.7972609	245.9365416
Ga0401699_0148673_32_2197				33.9566177	26.96484553	0.715302977	0
Ga0401699_0148775_70_1971		ko:K03283	Heat shock protein	42.44577213	55.00828488	138.7687775	245.0766236
Ga0401699_0148892_18_2189	ggt	ko:K00681	Gamma-glutamyltranspeptidase	6.791323541	9.707344391	0	1.719835955
Ga0401699_0148975_2_2284			Glycosyl hydrolases family 31	10.18698531	4.314375285	0	0
Ga0401699_0149069_352_2364			Fibrinogen-related domains (FReDs)	16.12939341	5.392969106	0	0
Ga0401699_0149304_582_836	psbE	"ko:K02707,ko:K02713"	photosynthetic electron transport chain	34.80553315	59.32266017	227.4663467	96.31081349
Ga0401699_0149449_369_2210			Mycolic acid cyclopropane synthetase	10.18698531	3.235781464	57.22423815	114.369091
Ga0401699_0149773_21_2375				28.86312505	24.80765789	1.430605954	0.859917978
Ga0401699_0149835_246_2240	HSPA5	ko:K09490	negative regulation of IRE1-mediated unfolded protein response	245.3365629	204.932826	20.74378633	24.93762135
Ga0401699_0150089_19_2106	DKK4	ko:K02165	negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	5.093492656	23.72906407	0	0
Ga0401699_0150532_1876_2133	feoA	ko:K04758	FeoA	61.97082731	56.0868787	2.145908931	2.579753933
Ga0401699_0150532_3_1838	feoB	ko:K04759	transporter of a GTP-driven Fe(2 ) uptake system	26.31637872	32.35781464	1.430605954	0
Ga0401699_0150689_195_2264	C6orf106		chromosome 6 open reading frame 106	17.8272243	34.51500228	4.291817861	6.879343821
Ga0401699_0153179_1576_2130	psaF	ko:K02694	photosynthesis	16.12939341	43.14375285	15.02136251	10.31901573
Ga0401699_0153931_176_2092	HSPA5	"ko:K03283,ko:K09490"	Belongs to the heat shock protein 70 family	8.489154426	7.550156749	9.2989387	14.61860562
Ga0401699_0153959_9_1043	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	546.701545	984.7561588	10.01424168	11.17893371
Ga0401699_0154597_36_2069				29.71204049	35.5935961	0.715302977	2.579753933
Ga0401699_0155196_397_675	ATP6	ko:K02126	ATP synthesis coupled proton transport	16.12939341	11.86453203	7.153029769	1.719835955
Ga0401699_0155409_362_2269			FG-GAP repeat	22.92071695	24.80765789	10.72954465	12.89876966
Ga0401699_0157800_40_2244	HSP90	ko:K04079	Heat shock protein 90. Source PGD	29.71204049	44.22234667	1.430605954	0
Ga0401699_0158524_54_1202			Domain of unknown function (DUF4856)	72.15781262	65.7942231	11.44484763	6.879343821
Ga0401699_0158958_111_2276		ko:K16090	TonB dependent receptor	2555.235482	670.8853568	19.31318038	15.4785236
Ga0401699_0160063_113_2098			RNA recognition motif 2	56.02841921	47.45812813	2.861211908	1.719835955
Ga0401699_0160068_32_1840				32.25878682	28.04343935	0.715302977	5.159507865
Ga0401699_0160132_64_2025		"ko:K01179,ko:K12287,ko:K13735,ko:K20276"	Pkd domain containing protein	12.73373164	15.1003135	0	0
Ga0401699_0160422_1415_2308	rlmL	"ko:K07444,ko:K12297"	Belongs to the methyltransferase superfamily	9.338069869	11.86453203	42.91817861	34.3967191
Ga0401699_0161024_1352_1897	ycf4		Seems to be required for the assembly of the photosystem I complex	39.05011036	36.67218992	121.6015061	141.8864663
Ga0401699_0161024_2030_2305	psbE	"ko:K02707,ko:K02713"	"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation"	39.05011036	67.95141074	194.5624097	192.621627
Ga0401699_0161523_48_2162		ko:K03929	Carboxylesterase family	5.093492656	11.86453203	0	0
Ga0401699_0161525_351_929	ALI1	ko:K03936	Belongs to the complex I 30 kDa subunit family	6.791323541	11.86453203	0	0
