Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0123629_592_1347_ATP synthesis coupled proton transport,29.71204049,42.06515903,36.72764869,7.153029769,4.299589888
Ga0401699_0123683_347_2482_Flagellar microtugule protofilament ribbon protein,11.8848162,9.707344391,22.39490774,0,0
Ga0401699_0123790_2_2446_MTOR-interacting protein,5.093492656,2.157187642,15.22853726,0,0
Ga0401699_0124784_7_1404_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,345.5085851,620.1914472,299.1959674,971.3814426,933.0110057
Ga0401699_0124974_116_2410_decanoate-CoA ligase activity,36.50336403,22.65047025,30.45707452,1.430605954,0.859917978
Ga0401699_0126128_52_2559_ATP binding,95.92744502,155.3175103,189.9088176,33.61923991,36.11655506
Ga0401699_0126223_185_2560_,5.093492656,8.62875057,13.43694464,0,0
Ga0401699_0126426_38_2557_CAP-binding protein complex interacting protein 1_ partial. Source PGD,39.8990258,142.3743844,61.80994536,1.430605954,0
Ga0401699_0126471_3_1841_oxidoreductase activity,0,0,85.1006494,0,0
Ga0401699_0126672_132_401_Low-potential electron donor to a number of redox enzymes,160.4450187,171.4964176,26.87388929,2.145908931,1.719835955
Ga0401699_0126672_2152_2475_Uridylyltransferase activity. It is involved in the biological process described with metabolic process,206.2864526,140.2171968,25.97809298,0,1.719835955
Ga0401699_0126841_94_870_60s ribosomal protein,20.37397062,25.88625171,51.95618595,2.145908931,10.31901573
Ga0401699_0127167_39_2552_temperature-gated cation channel activity,9.338069869,2.157187642,12.54114833,0,0
Ga0401699_0127611_486_2513_,65.36648908,38.82937756,22.39490774,2.861211908,0
Ga0401699_0127635_20_2548_,0,0,77.93427893,0,0
Ga0401699_0127674_2_1585_Cadherin domain,432.0979603,472.4240937,144.2232058,6.437726792,6.019425843
Ga0401699_0128681_33_2537_calcium- and calmodulin-responsive adenylate cyclase activity,16.12939341,23.72906407,34.93605607,5.722423815,7.739261798
Ga0401699_0128690_53_2482_Belongs to the sterol desaturase family,22.92071695,19.41468878,18.8117225,0,0
Ga0401699_0128698_3_344_,35.65444859,49.61531578,42.10242655,1.430605954,2.579753933
Ga0401699_0128798_2_2536_negative regulation of phosphatase activity,19.52505518,18.33609496,34.93605607,7.868332746,0.859917978
Ga0401699_0129009_77_2500_homolog Saccharomyces cerevisiae Spt6 protein_ which functions as part of a protein complex in transcription initiation and also plays a role in chromatin structure assembly. ChromDB ID,2.546746328,3.235781464,10.74955571,0,0
Ga0401699_0129253_120_2501_Domain of unknown function DUF305,10.18698531,23.72906407,25.97809298,0,1.719835955
Ga0401699_0130514_149_2455_ubiquitin protein ligase binding,56.02841921,61.47984781,22.39490774,0,0
Ga0401699_0130904_1807_2391_Respiratory-chain NADH dehydrogenase_ 30 Kd subunit,28.86312505,35.5935961,33.14446345,0,0
Ga0401699_0130929_2_2350_Regulator of chromosome condensation RCC1. Source PGD,6.791323541,7.550156749,14.33274095,0,0
Ga0401699_0131266_4_1758_heat shock,41.59685669,70.10859838,117.3493165,404.8614849,564.9661113
Ga0401699_0131900_503_2479_ammonium transmembrane transporter activity,20.37397062,8.62875057,10.74955571,0,0
Ga0401699_0132362_16_2508_Thrombospondin type 1 repeats,26.31637872,11.86453203,16.12433357,0,0
Ga0401699_0132654_87_2504_Domain of unknown function DUF305,28.86312505,28.04343935,27.76968559,0,2.579753933
Ga0401699_0132668_1612_1845_structural constituent of ribosome,6.791323541,1.078593821,4.478981548,46.4946935,41.27606292
Ga0401699_0132668_1846_2211_large ribosomal subunit rRNA binding,21.22288607,14.02171968,25.08229667,92.27408402,136.7269584
Ga0401699_0132668_457_900_structural constituent of ribosome,8.489154426,31.27922082,28.6654819,105.8648406,140.1666303
Ga0401699_0132668_885_1601_structural constituent of ribosome,22.92071695,8.62875057,24.18650036,190.9858948,193.481545
Ga0401699_0132801_3_2504_,41.59685669,34.51500228,24.18650036,2.861211908,2.579753933
Ga0401699_0132983_145_2391_Inorganic H+ pyrophosphatase,25.46746328,26.96484553,0,47.92529945,73.95294607
Ga0401699_0133379_273_2468_unfolded protein binding,5.942408098,19.41468878,22.39490774,2.861211908,0
Ga0401699_0133449_129_2498_Monomeric isocitrate dehydrogenase,28.86312505,21.57187642,39.41503762,1.430605954,0
Ga0401699_0133523_1_2496_,43.29468757,74.42297367,59.12255643,9.2989387,10.31901573
Ga0401699_0133598_190_1866_Glutamine synthetase type III N terminal,30.56095593,33.43640846,21.49911143,1.430605954,0.859917978
Ga0401699_0133943_116_2188_Hsp90 protein,20.37397062,48.53672196,25.08229667,115.1637793,176.2831854
Ga0401699_0134121_288_2459_Glutamine synthetase type III N terminal,24.61854784,39.90797139,30.45707452,1.430605954,4.299589888
Ga0401699_0134809_391_2397_positive regulation of protein exit from endoplasmic reticulum,23.76963239,28.04343935,17.91592619,1.430605954,0.859917978
Ga0401699_0135032_1297_2076_Iron-sulfur protein IP subunit of succinate dehydrogenase SDH that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone coenzyme Q,64.51757364,40.98656521,34.93605607,6.437726792,3.43967191
Ga0401699_0135139_196_2334_3-hydroxy-lignoceroyl-CoA dehydratase activity,2.546746328,5.392969106,20.60331512,2.145908931,0
Ga0401699_0136133_195_2258_posttranslational protein targeting to membrane_ translocation,6.791323541,8.62875057,28.6654819,0.715302977,2.579753933
Ga0401699_0136881_1649_2407_ATP synthase A chain,134.1286399,224.3475148,90.47542726,236.0499824,246.7964596
Ga0401699_0136881_48_1559_Cytochrome C and Quinol oxidase polypeptide I,224.9625923,405.5512768,168.4097062,375.5340629,478.9743135
Ga0401699_0137184_331_2433_Low iron-inducible periplasmic protein,55.17950377,40.98656521,25.08229667,0,0
Ga0401699_0137235_193_2265_calcium_ potassium:sodium antiporter activity,9.338069869,22.65047025,22.39490774,0,0.859917978
Ga0401699_0137362_46_2226_unfolded protein binding,61.97082731,65.7942231,51.06038964,5.007120838,10.31901573
Ga0401699_0137373_40_2466_receptor,360.7890631,432.5161223,941.4819213,259.6549806,260.5551472
Ga0401699_0137512_417_2303_Zinc metalloprotease Elastase,56.02841921,17.25750114,29.56127821,4.291817861,2.579753933
Ga0401699_0138037_208_2241_,1311.574359,802.473803,1109.891627,53.64772327,33.53680113
Ga0401699_0138285_177_2318_amidinotransferase,6.791323541,16.17890732,23.29070405,0,2.579753933
Ga0401699_0138446_669_2324_Cell division cycle 20.2_ cofactor of APC complex-like,23.76963239,24.80765789,40.31083393,0.715302977,2.579753933
Ga0401699_0138641_1565_2056_Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,35.65444859,75.50156749,41.20663024,323.3169456,290.6522764
Ga0401699_0138641_2117_2419_Ycf66 protein N-terminus,29.71204049,48.53672196,15.22853726,121.6015061,132.4273685
Ga0401699_0138738_1628_1990_Ribosomal protein L19,4.244577213,5.392969106,5.374777857,51.50181434,57.6145045
Ga0401699_0138738_28_339_Ycf66 protein N-terminus,5.942408098,22.65047025,3.583185238,57.93954113,59.33434045
Ga0401699_0138738_308_874_Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,42.44577213,17.25750114,20.60331512,163.0890787,198.6410528
Ga0401699_0138999_88_2244_tripeptidyl-peptidase activity,29.71204049,30.20062699,51.95618595,4.291817861,0
Ga0401699_0140105_134_2374_xylan 1_4-beta-xylosidase activity,24.61854784,11.86453203,10.74955571,0,0
Ga0401699_0140579_70_1842_ATP synthase subunit beta,32.25878682,23.72906407,35.83185238,0,0.859917978
Ga0401699_0140980_44_2302_Domains in hypothetical proteins in Drosophila_ C. elegans and mammals. Occurs singly in some nucleoside diphosphate kinases.,16.97830885,4.314375285,22.39490774,0.715302977,0
Ga0401699_0141600_34_2436_,63.6686582,34.51500228,45.68561178,2.861211908,1.719835955
Ga0401699_0142472_297_2237_,1389.67458,1010.64241,391.4629873,52.21711731,61.05417641
Ga0401699_0143001_56_2152_TonB dependent receptor,407.4794125,266.4126738,68.08051952,0,0
Ga0401699_0143792_83_2119_Belongs to the heat shock protein 70 family,69.6110663,69.03000456,127.2030759,12.16015061,11.17893371
Ga0401699_0143915_211_2358_leucine-rich repeat extensin-like protein,100.1720222,102.466413,85.99644571,2.861211908,0
Ga0401699_0144189_13_2223_Belongs to the CTL choline transporter-like family,10.18698531,5.392969106,18.8117225,0,0
Ga0401699_0144268_7_2310_Domain of unknown function DUF5011,23.76963239,16.17890732,11.64535202,0,0
Ga0401699_0144681_179_2350_Heat shock protein,67.06431997,88.44469334,148.7021874,18.5978774,15.4785236
Ga0401699_0145018_404_805_ribulose-bisphosphate carboxylase activity,290.3290814,193.068294,163.0349283,817.5913026,1361.250159
Ga0401699_0145190_1_2343_negative regulation of phosphatase activity,11.8848162,21.57187642,23.29070405,0,0
Ga0401699_0145584_489_2366_Produces ATP from ADP in the presence of a proton gradient across the membrane,0,1.078593821,134.3694464,2.861211908,0
Ga0401699_0146518_3_2201_Pumilio-family RNA binding repeat,3.39566177,4.314375285,11.64535202,0,0
Ga0401699_0147295_109_2394_metalloendopeptidase activity,31.40987138,32.35781464,54.64357488,7.153029769,4.299589888
Ga0401699_0147423_1_2391_,99.32310679,138.0600091,70.76790845,24.32030121,7.739261798
Ga0401699_0147662_373_1755_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,33.9566177,20.4932826,4.478981548,48.64060243,24.93762135
Ga0401699_0148032_454_2172_Prolyl oligopeptidase_ N-terminal beta-propeller domain,169.7830885,204.932826,95.85020512,242.4877092,275.1737528
Ga0401699_0148275_46_2382_,112.0568384,66.87281692,36.72764869,1.430605954,0.859917978
Ga0401699_0148377_44_2242_Lipoxygenase,3.39566177,4.314375285,8.957963095,158.7972609,245.9365416
Ga0401699_0148673_32_2197_,33.9566177,26.96484553,42.10242655,0.715302977,0
Ga0401699_0148775_70_1971_Heat shock protein,42.44577213,55.00828488,34.04025976,138.7687775,245.0766236
Ga0401699_0148892_18_2189_Gamma-glutamyltranspeptidase,6.791323541,9.707344391,17.91592619,0,1.719835955
Ga0401699_0148975_2_2284_Glycosyl hydrolases family 31,10.18698531,4.314375285,10.74955571,0,0
Ga0401699_0149069_352_2364_Fibrinogen-related domains FReDs,16.12939341,5.392969106,11.64535202,0,0
Ga0401699_0149304_582_836_photosynthetic electron transport chain,34.80553315,59.32266017,43.89401917,227.4663467,96.31081349
Ga0401699_0149449_369_2210_Mycolic acid cyclopropane synthetase,10.18698531,3.235781464,5.374777857,57.22423815,114.369091
Ga0401699_0149773_21_2375_,28.86312505,24.80765789,25.08229667,1.430605954,0.859917978
Ga0401699_0149835_246_2240_negative regulation of IRE1-mediated unfolded protein response,245.3365629,204.932826,188.117225,20.74378633,24.93762135
Ga0401699_0150089_19_2106_negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment,5.093492656,23.72906407,14.33274095,0,0
Ga0401699_0150532_1876_2133_FeoA,61.97082731,56.0868787,81.51746416,2.145908931,2.579753933
Ga0401699_0150532_3_1838_transporter of a GTP-driven Fe2  uptake system,26.31637872,32.35781464,25.08229667,1.430605954,0
Ga0401699_0150689_195_2264_chromosome 6 open reading frame 106,17.8272243,34.51500228,43.89401917,4.291817861,6.879343821
Ga0401699_0153179_1576_2130_photosynthesis,16.12939341,43.14375285,69.87211214,15.02136251,10.31901573
Ga0401699_0153931_176_2092_Belongs to the heat shock protein 70 family,8.489154426,7.550156749,153.1811689,9.2989387,14.61860562
Ga0401699_0153959_9_1043_Photosystem II protein,546.701545,984.7561588,713.9496587,10.01424168,11.17893371
Ga0401699_0154597_36_2069_,29.71204049,35.5935961,40.31083393,0.715302977,2.579753933
Ga0401699_0155196_397_675_ATP synthesis coupled proton transport,16.12939341,11.86453203,34.93605607,7.153029769,1.719835955
Ga0401699_0155409_362_2269_FG-GAP repeat,22.92071695,24.80765789,55.53937119,10.72954465,12.89876966
Ga0401699_0157800_40_2244_Heat shock protein 90. Source PGD,29.71204049,44.22234667,40.31083393,1.430605954,0
Ga0401699_0158524_54_1202_Domain of unknown function DUF4856,72.15781262,65.7942231,58.22676012,11.44484763,6.879343821
Ga0401699_0158958_111_2276_TonB dependent receptor,2555.235482,670.8853568,484.6258034,19.31318038,15.4785236
Ga0401699_0160063_113_2098_RNA recognition motif 2,56.02841921,47.45812813,30.45707452,2.861211908,1.719835955
Ga0401699_0160068_32_1840_,32.25878682,28.04343935,42.99822286,0.715302977,5.159507865
Ga0401699_0160132_64_2025_Pkd domain containing protein,12.73373164,15.1003135,10.74955571,0,0
Ga0401699_0160422_1415_2308_Belongs to the methyltransferase superfamily,9.338069869,11.86453203,6.270574167,42.91817861,34.3967191
Ga0401699_0161024_1352_1897_Seems to be required for the assembly of the photosystem I complex,39.05011036,36.67218992,31.35287083,121.6015061,141.8864663
Ga0401699_0161024_2030_2305_This b-type cytochrome is tightly associated with the reaction center of photosystem II PSII. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons_ and an electron transfer chain that converts photonic excitation into a charge separation,39.05011036,67.95141074,35.83185238,194.5624097,192.621627
Ga0401699_0161523_48_2162_Carboxylesterase family,5.093492656,11.86453203,17.91592619,0,0
Ga0401699_0161525_351_929_Belongs to the complex I 30 kDa subunit family,6.791323541,11.86453203,12.54114833,0,0
Ga0401699_0161525_983_2146_Component of the ubiquinol-cytochrome c reductase complex complex III or cytochrome b-c1 complex that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis,28.01420961,42.06515903,42.99822286,0,0.859917978
Ga0401699_0161693_289_2250_,8.489154426,5.392969106,20.60331512,0.715302977,0.859917978
Ga0401699_0161718_74_1282_Imelysin,207.9842834,280.4343935,133.4736501,7.153029769,14.61860562
Ga0401699_0162138_152_2269_Serine/Threonine protein kinases_ catalytic domain,11.8848162,16.17890732,11.64535202,0,0
Ga0401699_0162456_137_2107_dynein heavy chain binding,0.848915443,4.314375285,14.33274095,0,0
Ga0401699_0164096_1_2286_membrane depolarization during action potential,28.01420961,11.86453203,33.14446345,3.576514884,6.019425843
Ga0401699_0164814_506_2251_tripeptidyl-peptidase activity,5.093492656,19.41468878,33.14446345,0.715302977,0
Ga0401699_0165170_236_2233_Belongs to the heat shock protein 70 family,90.83395236,46.37953431,50.16459333,2.145908931,6.019425843
Ga0401699_0165453_106_1344_Glycerol-3-phosphate dehydrogenase. Source PGD,46.69034934,32.35781464,34.93605607,4.291817861,0.859917978
Ga0401699_0167321_363_1427_Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX,13.58264708,30.20062699,22.39490774,106.5801436,119.5285989
Ga0401699_0167561_1276_1470_,120.5459929,410.9442459,36.72764869,175.2492293,185.7422832
Ga0401699_0167656_106_2265_EGF domain,30.56095593,21.57187642,23.29070405,0,0
Ga0401699_0167890_2_2179_G-protein coupled GABA receptor activity,65.36648908,35.5935961,40.31083393,0.715302977,0
Ga0401699_0168784_71_835_PFAM PhoH family protein,22.07180151,37.75078374,45.68561178,138.7687775,136.7269584
Ga0401699_0169769_105_2252_PFAM Pentapeptide repeats 8 copies,341.2640079,209.2472013,267.8430965,1.430605954,5.159507865
Ga0401699_0170250_436_2142_regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,7.640238984,10.78593821,24.18650036,1.430605954,0
Ga0401699_0170856_39_2192_tripeptidyl-peptidase activity,16.97830885,23.72906407,17.91592619,0,0
Ga0401699_0171089_309_2171_ATP binding,7.640238984,45.30094049,43.89401917,0,0
Ga0401699_0171345_2_2128_ATP binding,9.338069869,11.86453203,20.60331512,0.715302977,0
Ga0401699_0171802_42_2198_,167.2363422,74.42297367,120.9325018,5.007120838,2.579753933
Ga0401699_0172211_7_2241_Thermolysin metallopeptidase_ catalytic domain,39.8990258,11.86453203,24.18650036,0.715302977,3.43967191
Ga0401699_0172222_1_2133_FG-GAP repeat,22.92071695,19.41468878,10.74955571,0,0
Ga0401699_0173952_355_825_ATP synthase subunit b'_ chloroplastic,39.05011036,19.41468878,19.70751881,87.98226616,120.3885169
Ga0401699_0173952_889_1431_ATP synthase subunit b'_ chloroplastic,55.17950377,55.00828488,46.58140809,148.7830192,189.1819551
Ga0401699_0174161_26_2164_TonB dependent receptor,74.70455895,49.61531578,75.24689,0.715302977,3.43967191
Ga0401699_0174259_454_2229_EF-hand domain,6.791323541,69.03000456,22.39490774,0,0
Ga0401699_0174494_3_2045_,36.50336403,31.27922082,39.41503762,0,0
Ga0401699_0174632_1_429_Low-potential electron donor to a number of redox enzymes,33.10770226,36.67218992,39.41503762,0,0
Ga0401699_0175057_73_2151_Belongs to the nonaspanin TM9SF TC 9.A.2 family,18.67613974,32.35781464,12.54114833,83.6904483,79.97237192
Ga0401699_0175230_1_2088_,6.791323541,3.235781464,6.270574167,84.40575127,61.05417641
Ga0401699_0175463_201_2222_Allinase,12.73373164,7.550156749,47.4772044,10.01424168,3.43967191
Ga0401699_0176017_105_2102_NADH-Ubiquinone oxidoreductase complex I_ chain 5 N-terminus,145.1645407,210.3257951,88.68383464,9.2989387,2.579753933
Ga0401699_0176257_149_2218_Domain of unknown function DUF305,258.0702946,127.2740709,108.3913534,0,4.299589888
Ga0401699_0176949_67_294_ATP synthesis coupled proton transport,46.69034934,66.87281692,42.10242655,140.1993835,164.2443337
Ga0401699_0177617_124_2022_Source PGD,22.07180151,3.235781464,17.02012988,0,0
Ga0401699_0178283_55_2208_,19.52505518,4.314375285,13.43694464,0,0
Ga0401699_0179123_1126_1542_rRNA binding,13.58264708,16.17890732,17.91592619,151.6442311,125.5480247
Ga0401699_0179123_618_872_rRNA binding,5.942408098,6.471562927,12.54114833,72.24560067,62.77401236
Ga0401699_0179489_525_2177_Peptidase family C69,5.942408098,5.392969106,13.43694464,0,0
Ga0401699_0180241_23_976_photosynthesis,6.791323541,2.157187642,6.270574167,75.10681257,33.53680113
Ga0401699_0180304_840_1274_Integral membrane protein CcmA involved in cell shape determination,22.07180151,23.72906407,11.64535202,57.22423815,58.47442248
Ga0401699_0180316_2_2191_,108.6611767,36.67218992,51.95618595,0,0
Ga0401699_0180536_3_2021_Inorganic H+ pyrophosphatase,27.16529416,20.4932826,25.08229667,0,2.579753933
Ga0401699_0181482_297_2126_Domain of unknown function DUF305,631.5930893,374.272056,138.848428,5.007120838,4.299589888
Ga0401699_0181941_3_1943_Zinc-binding domain_ present in Dystrophin_ CREB-binding protein.,32.25878682,34.51500228,7.166370476,36.48045182,66.21368427
Ga0401699_0183112_569_745_Cytochrome C and Quinol oxidase polypeptide I,34.80553315,48.53672196,44.78981548,11.44484763,6.019425843
Ga0401699_0183969_3_2180_EF-hand domain,38.20119492,100.3092254,79.72587155,2.145908931,0
Ga0401699_0184110_1342_1833_Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II,50.93492656,64.71562927,21.49911143,149.4983222,67.93352023
Ga0401699_0184160_2_2092_U4 snRNA binding,5.093492656,6.471562927,12.54114833,0,0
Ga0401699_0184167_51_1841_ATP synthase subunit beta,53.48167289,56.0868787,107.4955571,5.722423815,0.859917978
Ga0401699_0184940_77_2113_calcium- and calmodulin-responsive adenylate cyclase activity,98.47419134,69.03000456,84.20485309,24.32030121,14.61860562
Ga0401699_0185637_99_2114_Belongs to the heat shock protein 70 family,138.3732171,99.23063155,84.20485309,1.430605954,0.859917978
Ga0401699_0185900_735_2063_Beta-tubulin. Source PGD,184.214651,193.068294,305.4665415,23.60499824,16.33844157
Ga0401699_0186778_1519_1866_photosynthesis,6.791323541,12.94312585,13.43694464,69.38438876,86.85171574
Ga0401699_0186778_393_1016_positive regulation of translational fidelity,22.07180151,32.35781464,28.6654819,154.505443,171.9835955
Ga0401699_0187017_35_2164_Hsp70. Source PGD,16.12939341,11.86453203,9.853759405,0,0
Ga0401699_0188052_1141_1716_Iron-storage protein,14.43156252,39.90797139,8.062166786,50.07120838,123.8281888
Ga0401699_0188933_213_2156_,21.22288607,34.51500228,39.41503762,2.145908931,0
Ga0401699_0189476_373_2097_tripeptidyl-peptidase activity,26.31637872,15.1003135,32.24866714,0,0
Ga0401699_0190006_1517_2014_Belongs to the OprB family,1944.865279,1651.32714,1417.149762,368.3810331,550.3475057
Ga0401699_0190098_22_2148_,58.57516554,43.14375285,43.89401917,2.145908931,0
Ga0401699_0190198_1054_2073_Belongs to the peptidase C1 family,21.22288607,20.4932826,41.20663024,3.576514884,3.43967191
Ga0401699_0190733_8_1999_Large eukaryotic DNA virus major capsid protein,48.38818023,24.80765789,21.49911143,0.715302977,4.299589888
Ga0401699_0190806_24_2015_,11.03590075,3.235781464,17.91592619,0,0
Ga0401699_0192108_78_1898_ATP binding,31.40987138,39.90797139,33.14446345,0,0.859917978
Ga0401699_0192303_52_1710_secretion of lysosomal enzymes,7.640238984,12.94312585,13.43694464,0,0
Ga0401699_0192453_3_2096_,63.6686582,30.20062699,25.08229667,0,0
Ga0401699_0192701_655_1347_Proton-conducting membrane transporter,22.07180151,7.550156749,13.43694464,0,0
Ga0401699_0192727_17_2137_,73.00672807,36.67218992,34.93605607,0.715302977,0.859917978
Ga0401699_0193208_1_945_TIGRFAM succinate dehydrogenase or fumarate reductase cytochrome b subunit_ b558 family,55.17950377,32.35781464,56.4351675,7.868332746,11.17893371
Ga0401699_0193243_58_2073_NADH-Ubiquinone oxidoreductase complex I_ chain 5 N-terminus,43.29468757,36.67218992,47.4772044,0,0
Ga0401699_0193362_168_2135_,0,0,103.0165756,0,0
Ga0401699_0193832_2_1534_Integrin alpha beta-propellor repeats.,34.80553315,6.471562927,16.12433357,0,0
Ga0401699_0195520_1_2010_,201.1929599,264.2554862,238.2818183,19.31318038,6.879343821
Ga0401699_0196643_1148_1990_Integrin alpha beta-propellor repeats.,57.7262501,55.00828488,33.14446345,4.291817861,2.579753933
Ga0401699_0196899_258_1811_carbohydrate binding,11.03590075,8.62875057,17.91592619,0,1.719835955
Ga0401699_0197148_106_2094_negative regulation of IRE1-mediated unfolded protein response,57.7262501,56.0868787,51.95618595,9.2989387,7.739261798
Ga0401699_0198124_997_2088_Chlorophyll A-B binding protein,5.942408098,12.94312585,17.02012988,0,0
Ga0401699_0198612_991_2109_Kelch,16.97830885,8.62875057,25.97809298,0.715302977,0
Ga0401699_0200435_588_1271_Ribosomal protein S2,6.791323541,3.235781464,3.583185238,52.21711731,61.91409439
Ga0401699_0200808_37_2040_sterol 14-demethylase activity,2.546746328,8.62875057,15.22853726,0,0
Ga0401699_0200875_124_2100_photosynthetic electron transport in photosystem II,15.28047797,12.94312585,35.83185238,2.145908931,0.859917978
Ga0401699_0200920_71_1921_proton-transporting ATPase activity_ rotational mechanism,12.73373164,11.86453203,24.18650036,0.715302977,0.859917978
Ga0401699_0201847_308_1999_,152.8047797,59.32266017,65.39313059,2.145908931,0
Ga0401699_0201900_1302_1724_Hsp20/alpha crystallin family,826.8436411,647.1562927,80.62166786,373.3881539,222.7187562
Ga0401699_0201969_71_2095_Uncharacterized protein family UPF0016,15.28047797,16.17890732,11.64535202,0,0
Ga0401699_0202150_1446_1799_Proton-conducting membrane transporter,0.848915443,6.471562927,27.76968559,0.715302977,0.859917978
Ga0401699_0202458_465_902_photosynthesis,9.338069869,36.67218992,4.478981548,58.65484411,30.95704719
Ga0401699_0202844_24_2027_Belongs to the heat shock protein 70 family,66.21540452,56.0868787,34.93605607,0.715302977,0.859917978
Ga0401699_0203017_1_2001_,106.1144303,70.10859838,84.20485309,9.2989387,10.31901573
Ga0401699_0203228_2_2089_,134.1286399,154.2389164,109.2871498,15.73666549,36.97647304
Ga0401699_0204261_1_2073_ATP binding,19.52505518,26.96484553,11.64535202,72.24560067,182.3026112
Ga0401699_0204623_70_2061_Spondin_N,11.8848162,9.707344391,14.33274095,0,0
Ga0401699_0204942_206_1468_Tubulin is the major constituent of microtubules. It binds two moles of GTP_ one at an exchangeable site on the beta chain and one at a non-exchangeable site on the,5.093492656,53.92969106,0,57.22423815,595.9231585
Ga0401699_0205981_1608_1910_Ycf66 protein N-terminus,10.18698531,35.5935961,15.22853726,130.1851418,130.7075326
Ga0401699_0205981_700_1182_Component of the cytochrome b6-f complex_ which mediates electron transfer between photosystem II PSII and photosystem I PSI_ cyclic electron flow around PSI_ and state transitions,14.43156252,46.37953431,11.64535202,63.66196494,71.37319214
Ga0401699_0206216_3_2072_negative regulation of phosphatase activity,28.86312505,35.5935961,51.95618595,3.576514884,3.43967191
Ga0401699_0208328_18_1991_,21.22288607,10.78593821,10.74955571,0,0
Ga0401699_0208858_2_2050_scavenger receptor activity,24.61854784,32.35781464,36.72764869,6.437726792,5.159507865
Ga0401699_0208945_1_2001_GTPase activator activity,5.942408098,14.02171968,13.43694464,0,0
Ga0401699_0209858_51_1688_CBD_II,22.07180151,19.41468878,24.18650036,1.430605954,0
Ga0401699_0209868_29_2059_,24.61854784,14.02171968,17.02012988,0,0
Ga0401699_0212568_117_1271_Component of the ubiquinol-cytochrome c reductase complex complex III or cytochrome b-c1 complex that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis,42.44577213,35.5935961,59.12255643,10.72954465,8.599179776
Ga0401699_0213244_1_2046_zinc ion binding,39.8990258,28.04343935,14.33274095,0,0
Ga0401699_0213786_788_994_Photosynthetic reaction centre protein,964.3679428,824.0456794,918.1912172,2438.467848,3251.349873
Ga0401699_0213999_51_1736_protein serine/threonine kinase activity,0,0,86.89224202,0,0
Ga0401699_0215806_215_1696_regulation of response to stimulus,98.47419134,70.10859838,111.0787424,2.861211908,3.43967191
Ga0401699_0216831_3_1853_Belongs to the peptidase C1 family,464.3567471,506.939096,690.6589546,299.7119473,324.1890775
Ga0401699_0217676_382_1938_Domain of unknown function DUF1899,4.244577213,10.78593821,10.74955571,0,0
Ga0401699_0217883_1_1962_EF-hand_ calcium binding motif,207.135368,121.8811018,141.5358169,15.02136251,27.51737528
Ga0401699_0218186_14_1855_transporter of a GTP-driven Fe2  uptake system,88.28720603,93.83766245,79.72587155,2.145908931,4.299589888
Ga0401699_0218348_374_1891_,39.05011036,35.5935961,8.062166786,52.21711731,73.09302809
Ga0401699_0218494_1683_2024_Belongs to the OprB family,77.25130528,56.0868787,26.87388929,4.291817861,2.579753933
Ga0401699_0219492_1103_1930_structural constituent of ribosome,11.8848162,9.707344391,18.8117225,99.42711379,128.1277787
Ga0401699_0219492_786_1064_structural constituent of ribosome,5.942408098,5.392969106,8.957963095,60.80075304,55.03475057
Ga0401699_0219749_32_1690_,13.58264708,16.17890732,66.2889269,0,0
Ga0401699_0220390_389_1783_transferase activity_ transferring glycosyl groups,78.10022072,42.06515903,44.78981548,0,2.579753933
Ga0401699_0221009_3_2006_Belongs to the heat shock protein 70 family,21.22288607,8.62875057,11.64535202,0,0
Ga0401699_0221309_88_1785_regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,1.697830885,6.471562927,20.60331512,0,0
Ga0401699_0222273_54_473_ribulose-bisphosphate carboxylase activity,463.5078317,526.3537848,189.9088176,497.8508719,677.6153663
Ga0401699_0223086_222_878_,47.53926479,31.27922082,30.45707452,0,0
